ID,Source,Severity,Start_Time,End_Time,latitude,longitude,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-64,Source2,2,2016-02-09 08:12:44,2016-02-09 08:42:44,39.570904,-84.251724,,,0.01,Accident on County Hwy-119 Clearcreek Rd near Tamarack Trl. Expect delays.,Clearcreek Rd,Springboro,Warren,OH,45066-9716,US,US/Eastern,KMGY,2016-02-09 08:14:00,21.0,10.6,81.0,29.7,1.2,WSW,9.2,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-65,Source2,2,2016-02-09 08:10:20,2016-02-09 08:40:20,39.834282,-82.74382,,,0.0,Accident on US-33 Columbus Lancaster Rd Westbound near County Hwy-20 Pickerington Rd. Expect delays.,Columbus Lancaster Rd NW,Carroll,Fairfield,OH,43112,US,US/Eastern,KLHQ,2016-02-09 07:50:00,21.9,10.4,85.0,29.7,0.8,SW,11.5,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-66,Source2,3,2016-02-09 08:23:36,2016-02-09 08:53:36,39.622787,-84.229858,,,0.01,Accident on I-75 Southbound at I-675. Expect delays.,I-75 N,Miamisburg,Montgomery,OH,45342,US,US/Eastern,KMGY,2016-02-09 08:14:00,21.0,10.6,81.0,29.7,1.2,WSW,9.2,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-67,Source2,3,2016-02-09 08:24:29,2016-02-09 08:54:29,39.429871,-84.079666,,,0.01,Right hand shoulder blocked due to accident on I-71 Southbound at Exit 36 County Hwy-7 Wilmington Rd.,Wilmington Rd,Oregonia,Warren,OH,45054,US,US/Eastern,KMGY,2016-02-09 08:14:00,21.0,10.6,81.0,29.7,1.2,WSW,9.2,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-68,Source2,3,2016-02-09 08:20:30,2016-02-09 08:50:30,41.407391,-81.64676700000003,,,0.01,Accident on I-480 Westbound at Exit 20A-B I-77. Expect delays.,Outerbelt South Fwy W,Independence,Cuyahoga,OH,44131,US,US/Eastern,KBKL,2016-02-09 08:28:00,32.0,22.5,82.0,29.58,10.0,WSW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-69,Source2,3,2016-02-09 08:35:53,2016-02-09 09:05:53,41.424404,-81.57867399999998,,,0.01,Accident on I-480 Eastbound at Exit 23 OH-14 Broadway Ave.,I-480 E,Maple Heights,Cuyahoga,OH,44137,US,US/Eastern,KBKL,2016-02-09 08:28:00,32.0,22.5,82.0,29.58,10.0,WSW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-70,Source2,3,2016-02-09 10:06:46,2016-02-09 10:36:46,39.89217,-83.039169,,,0.01,One lane blocked due to accident on I-270 Outerbelt Westbound at Exit 55 I-71.,I-71 S,Grove City,Franklin,OH,43123,US,US/Eastern,KTZR,2016-02-09 09:50:00,21.2,9.5,93.0,29.69,5.0,WSW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-71,Source2,2,2016-02-09 11:09:37,2016-02-09 11:39:37,41.022358,-83.650345,,,0.01,One lane blocked due to accident on Main St Southbound at Lake Cascade Pkwy.,S Main St,Findlay,Hancock,OH,45840-1319,US,US/Eastern,KFDY,2016-02-09 11:04:00,27.0,13.5,81.0,29.64,2.5,WSW,19.6,0.0,Light Snow,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-72,Source2,2,2016-02-10 06:18:16,2016-02-10 06:48:16,39.206806,-84.053253,,,0.0,Accident on Short Leuders Rd at OH-133 State Route 133. Expect delays.,Short Leuders Rd,Goshen,Clermont,OH,45122,US,US/Eastern,KI69,2016-02-10 06:16:00,16.2,4.7,81.0,29.95,5.0,West,9.2,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-73,Source2,3,2016-02-10 06:06:00,2016-02-10 09:06:00,39.973797,-83.022285,,,0.01,One lane blocked due to accident on OH-315 Olentangy Fwy Northbound at Goodale St.,Twin Rivers Dr,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,2016-02-10 06:19:00,15.8,2.7,73.0,29.87,4.0,WSW,11.5,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-74,Source2,2,2016-02-10 06:24:29,2016-02-10 06:54:29,40.048008,-82.86421999999997,,,0.0,Accident on Vista Dr at Hamilton Rd.,N Hamilton Rd,Columbus,Franklin,OH,43230,US,US/Eastern,KCMH,2016-02-10 06:19:00,15.8,2.7,73.0,29.87,4.0,WSW,11.5,0.0,Light Snow,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-75,Source2,2,2016-02-10 06:53:02,2016-02-10 07:23:02,39.814526,-84.021744,,,0.01,Accident on OH-444 Central Ave at Kauffman Ave. Expect delays.,S Central Ave,Fairborn,Greene,OH,45324,US,US/Eastern,KFFO,2016-02-10 06:58:00,15.4,1.0,82.0,29.95,7.0,SW,13.8,0.0,Light Snow,False,False,True,False,False,False,True,False,False,False,False,False,False,Night,Night,Day,Day
A-76,Source2,3,2016-02-10 07:50:52,2016-02-10 08:20:52,40.151196,-84.22003199999997,,,0.01,Accident on I-75 Northbound at Exit 82 US-36 Ash St. Expect delays.,E Ash St,Piqua,Miami,OH,45356,US,US/Eastern,KVES,2016-02-10 07:55:00,14.0,-1.4,93.0,29.89,7.0,West,15.0,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-77,Source2,3,2016-02-10 07:50:08,2016-02-10 08:20:08,39.954617,-82.844238,,,0.01,Accident on I-270 Outerbelt Eastbound at Exit 43A-B/41A-B US-40 Main St. Expect delays.,Outerbelt N,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,2016-02-10 07:51:00,15.1,4.2,77.0,29.92,1.0,SW,8.1,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-78,Source2,2,2016-02-10 08:01:30,2016-02-10 08:31:30,38.990551,-84.207497,,,0.01,Delays due to accident on Lindale Mount Holly Rd at Lindale Nicholsville Rd.,Lindale Nicholsville Rd,New Richmond,Clermont,OH,45157-9006,US,US/Eastern,KI69,2016-02-10 07:56:00,15.8,6.1,88.0,29.96,1.8,West,6.9,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-79,Source2,2,2016-02-10 08:08:36,2016-02-10 08:38:36,40.008995,-83.002678,,,0.0,Accident on Indianola Ave at Oakland Ave. Expect delays.,Indianola Ave,Columbus,Franklin,OH,43202-3023,US,US/Eastern,KOSU,2016-02-10 07:53:00,16.0,1.7,81.0,29.91,1.5,WSW,13.8,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-80,Source2,2,2016-02-10 08:11:22,2016-02-10 08:41:22,39.077332,-84.225014,,,0.0,Accident on Lake Allyn Rd at Amelia Olive Branch Rd.,Lake Allyn Rd,Batavia,Clermont,OH,45103-8992,US,US/Eastern,KI69,2016-02-10 08:16:00,15.8,2.7,84.0,29.97,4.0,West,11.5,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-81,Source2,2,2016-02-10 08:50:54,2016-02-10 09:20:54,39.955452,-82.795845,,,0.01,Accident on US-40 Main St Eastbound at Cypress Aly.,E Main St,Reynoldsburg,Franklin,OH,43068-1207,US,US/Eastern,KCMH,2016-02-10 08:51:00,16.0,4.4,77.0,29.93,1.0,WSW,9.2,0.0,Light Snow,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-82,Source2,3,2016-02-10 09:03:53,2016-02-10 09:33:53,40.224586,-82.929085,,,0.01,Accident on I-71 Northbound at Rest Stop North.,North Fwy N,Galena,Delaware,OH,43021,US,US/Eastern,KDLZ,2016-02-10 08:55:00,17.6,5.0,79.0,29.87,3.0,West,11.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-83,Source2,3,2016-02-10 09:42:04,2016-02-10 10:12:04,39.976398,-83.119225,,,0.01,Accident on I-270 Outerbelt Southbound at I-70 Exits 93 93A 93B. Expect delays.,Outerbelt S,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,2016-02-10 09:50:00,15.8,3.4,79.0,29.91,1.5,West,10.4,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-84,Source2,3,2016-02-10 10:38:58,2016-02-10 11:08:58,39.98560300000001,-82.939247,,,0.01,One lane blocked due to accident on I-670 Eastbound at Exit 7 US-62. Expect delays.,E 5th Ave,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,2016-02-10 10:51:00,17.1,3.0,77.0,29.96,1.5,West,13.8,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-85,Source2,3,2016-02-10 17:10:00,2016-02-10 23:59:00,41.040714,-81.61314399999998,,,0.01,Left lane blocked due to accident on I-76 Westbound at Exit 16 Barber Rd.,US-224 W,Barberton,Summit,OH,44203,US,US/Eastern,KAKR,2016-02-10 16:54:00,19.9,8.6,81.0,29.89,1.0,WNW,10.4,0.0,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-86,Source2,3,2016-02-10 18:09:00,2016-02-10 23:59:00,41.083679,-81.579002,,,1.28,Left lane blocked due to accident on I-77 Northbound between Exit 130 OH-261 Vernon Odom Blvd and Exit 131 OH-162 Copley Rd.,Copley Rd,Akron,Summit,OH,44320-2561,US,US/Eastern,KAKR,2016-02-10 18:10:00,19.9,7.3,78.0,29.87,4.0,WNW,12.7,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-87,Source2,3,2016-02-10 18:41:44,2016-02-10 19:11:44,40.766891,-82.42411,,,0.01,Accident on I-71 Northbound in Crimson. Approach with care.,I-71 N,Mansfield,Richland,OH,44903,US,US/Eastern,KMFD,2016-02-10 18:52:00,16.0,2.9,77.0,29.97,7.0,WSW,11.5,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-88,Source2,3,2016-02-11 05:32:29,2016-02-11 06:02:29,41.422199,-81.843018,,,0.01,Accident on I-480 Westbound at Exit 9 OH-17 Brookpark Rd. Expect delays.,Grayton Rd,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,2016-02-11 05:51:00,14.0,0.5,56.0,30.14,9.0,NW,11.5,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-89,Source2,3,2016-02-11 05:30:51,2016-02-11 06:00:51,41.063995,-81.57294499999998,,,0.01,Accident on I-77 Southbound at Exit 130 OH-261 Vernon Odom Blvd. Expect delays.,Vernon Odom Blvd,Akron,Summit,OH,44320-4026,US,US/Eastern,KAKR,2016-02-11 05:30:00,14.0,1.2,74.0,30.03,4.0,NW,10.4,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-90,Source2,2,2016-02-11 06:10:07,2016-02-11 06:40:07,39.747753,-84.20558199999998,,,0.01,Accident on US-35 Eastbound at I-75. Expect delays.,I-75 S,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,2016-02-11 05:56:00,7.0,-5.7,87.0,30.22,10.0,West,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-91,Source2,2,2016-02-11 06:20:28,2016-02-11 06:50:28,38.99408,-84.142021,,,0.01,Accident on OH-125 State Route 125 at Bantam Rd. Expect delays.,S Bantam Rd,Bethel,Clermont,OH,45106-9354,US,US/Eastern,KI69,2016-02-11 06:16:00,15.4,,70.0,30.18,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day
A-92,Source2,3,2016-02-11 06:29:00,2016-02-11 21:00:00,41.420818,-81.694008,,,0.01,Accident on I-480 Eastbound at Exit 16 OH-94 State Rd. Expect delays.,I-480 E,Cleveland,Cuyahoga,OH,44109,US,US/Eastern,KBKL,2016-02-11 06:53:00,17.1,-0.3,59.0,30.12,10.0,NW,21.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-93,Source2,2,2016-02-11 07:17:58,2016-02-11 07:47:58,40.030342,-83.030197,,,0.01,Accident on North Broadway St at OH-315 Olentangy Fwy Exits 6 6A-B-C. Expect delays.,Olentangy River Rd,Columbus,Franklin,OH,43202,US,US/Eastern,KOSU,2016-02-11 06:53:00,6.1,-6.8,83.0,30.22,10.0,West,8.1,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-94,Source2,2,2016-02-11 07:18:39,2016-02-11 07:48:39,39.858089,-82.827904,,,0.01,Accident on US-33 Columbus Lancaster Rd at OH-674 Gender Rd. Expect delays.,Gender Rd,Canal Winchester,Franklin,OH,43110,US,US/Eastern,KLCK,2016-02-11 07:15:00,5.0,-2.1,81.0,30.2,10.0,SW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-95,Source2,3,2016-02-11 07:21:55,2016-02-11 07:51:55,41.112324,-81.60992399999998,,,0.01,Accident on I-77 Northbound at Exit 133 Ridgewood Rd. Expect delays.,I-77 S,Akron,Summit,OH,44321,US,US/Eastern,KAKR,2016-02-11 07:28:00,12.0,0.5,80.0,30.08,2.0,West,8.1,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-96,Source2,2,2016-02-11 07:28:16,2016-02-11 07:58:16,39.994061,-82.729416,,,0.01,Accident on OH-16 Broad St at County Hwy-41 Mink St. Expect delays.,Mink St SW,Pataskala,Licking,OH,43062-9413,US,US/Eastern,KVTA,2016-02-11 07:54:00,7.0,,77.0,30.24,10.0,North,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-97,Source2,3,2016-02-11 07:29:06,2016-02-11 08:18:10,41.355396,-81.81926700000002,,,0.01,Accident on I-71 Northbound at Exit 234 US-42 Pearl Rd.,I-71 S,Cleveland,Cuyahoga,OH,44130,US,US/Eastern,KCLE,2016-02-11 07:51:00,15.1,-1.6,51.0,30.18,10.0,NW,18.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-98,Source2,2,2016-02-11 07:53:55,2016-02-11 08:23:55,39.687389,-84.23796800000002,,,0.0,Accident on Vance Rd at Main St. Expect delays.,Vance Rd,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,2016-02-11 07:53:00,9.0,,77.0,30.26,9.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-99,Source2,2,2016-02-11 08:07:02,2016-02-11 08:37:02,39.751038,-84.214325,,,0.01,Accident on Broadway St at Home Ave. Expect delays.,Home Ave,Dayton,Montgomery,OH,45402-8230,US,US/Eastern,KFFO,2016-02-11 07:58:00,7.5,-1.1,87.0,30.28,10.0,SSW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-100,Source2,2,2016-02-11 08:13:24,2016-02-11 08:43:24,39.749916,-84.139359,,,0.01,Accident on US-35 Westbound at Smithville Rd. Expect delays.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-02-11 07:58:00,7.5,-1.1,87.0,30.28,10.0,SSW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-101,Source2,2,2016-02-11 08:23:17,2016-02-11 08:53:17,39.97509,-82.88460500000002,,,0.01,Accident on OH-16 Broad St at Yearling Rd. Expect delays.,E Broad St,Columbus,Franklin,OH,43213-1359,US,US/Eastern,KCMH,2016-02-11 08:51:00,12.0,2.7,70.0,30.27,9.0,WNW,5.8,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-102,Source3,2,2016-02-11 08:34:14,2016-02-11 09:04:14,40.11195,-83.016663,,,0.48,One lane blocked due to accident on US-23 High St Southbound from Campus View Blvd to Exits 23A 23B I-270 Outerbelt.,N High St,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-02-11 08:53:00,12.0,1.5,77.0,30.26,10.0,West,6.9,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-103,Source2,3,2016-02-11 08:29:21,2016-02-11 08:59:21,41.424313,-81.57914,,,0.01,Accident on I-480 Eastbound at Exit 23 OH-14 Broadway Ave.,I-480 E,Maple Heights,Cuyahoga,OH,44137,US,US/Eastern,KBKL,2016-02-11 08:53:00,18.0,-0.2,54.0,30.16,10.0,WNW,25.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-104,Source2,2,2016-02-11 09:16:13,2016-02-11 10:01:13,39.691864,-84.211166,,,0.0,Accident on Lamme Rd at Owendale Dr.,Lamme Rd,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,2016-02-11 08:53:00,12.0,,73.0,30.28,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-105,Source2,2,2016-02-11 09:16:13,2016-02-11 10:01:13,39.769173,-84.20728299999998,,,0.0,Accident on Grafton Ave at Grand Ave.,W Grand Ave,Dayton,Montgomery,OH,45405-4408,US,US/Eastern,KDAY,2016-02-11 08:56:00,10.9,0.2,77.0,30.29,10.0,WNW,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-106,Source2,2,2016-02-11 09:31:23,2016-02-11 10:01:23,39.75452,-84.159279,,,0.01,Accident on US-35 Eastbound at Steve Whalen Blvd. Expect delays.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-02-11 09:58:00,13.6,7.7,74.0,30.32,10.0,Variable,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-107,Source2,3,2016-02-11 09:37:31,2016-02-11 10:07:31,39.874947,-83.003937,,,0.01,One lane blocked due to accident on I-270 Outerbelt Westbound at Exits 52 52A 52B US-23 High St. Expect delays.,S High St,Columbus,Franklin,OH,43207,US,US/Eastern,KLCK,2016-02-11 09:35:00,10.4,2.2,78.0,30.25,10.0,South,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-108,Source2,2,2016-02-11 09:46:39,2016-02-11 10:16:39,39.769596,-84.176964,,,0.01,Accident on OH-4 Keowee St at Keowee St / OH-4 Valley St. Expect delays.,N Keowee St,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,2016-02-11 09:58:00,13.6,7.7,74.0,30.32,10.0,Variable,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-109,Source2,2,2016-02-11 10:48:29,2016-02-11 11:18:29,39.776417,-84.23026999999998,,,0.0,Accident on Burroughs Dr at Cornell Dr. Expect delays.,Burroughs Dr,Dayton,Montgomery,OH,45406,US,US/Eastern,KDAY,2016-02-11 10:56:00,18.0,6.1,68.0,30.32,10.0,WNW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-110,Source2,2,2016-02-11 10:53:56,2016-02-11 11:23:56,39.64185,-84.227455,,,0.0,Accident on Summit Glen Dr near Mall Woods Dr. Expect delays.,Mall Woods Dr,Dayton,Montgomery,OH,45449-3625,US,US/Eastern,KMGY,2016-02-11 10:53:00,18.0,8.7,54.0,30.31,10.0,WNW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-111,Source2,2,2016-02-11 11:21:42,2016-02-11 11:51:42,39.76028400000001,-84.196434,,,0.01,Accident on 2nd St at OH-4 Perry St. Expect delays.,W 2nd St,Dayton,Montgomery,OH,45402-1411,US,US/Eastern,KFFO,2016-02-11 10:58:00,18.5,7.5,62.0,30.32,10.0,WNW,9.2,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-112,Source2,2,2016-02-11 12:24:45,2016-02-11 13:09:45,39.802528,-84.220093,,,0.01,Accident on OH-48 Main St at Melford Ave.,N Main St,Dayton,Montgomery,OH,45405-1604,US,US/Eastern,KDAY,2016-02-11 11:56:00,19.9,9.3,65.0,30.32,10.0,WNW,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-113,Source2,2,2016-02-11 12:24:18,2016-02-11 12:54:18,39.828781,-84.19839499999998,,,0.01,Accident on Dixie Dr at Bartley Rd.,N Dixie Dr,Dayton,Montgomery,OH,45414-3309,US,US/Eastern,KDAY,2016-02-11 11:56:00,19.9,9.3,65.0,30.32,10.0,WNW,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-114,Source2,2,2016-02-11 13:44:46,2016-02-11 14:14:46,39.733337,-84.180359,,,0.01,Accident on Brown St at Oakwood Ave.,Springhouse Rd,Dayton,Montgomery,OH,45409,US,US/Eastern,KFFO,2016-02-11 13:58:00,21.6,13.0,49.0,30.3,10.0,West,6.9,,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-115,Source2,2,2016-02-11 14:16:49,2016-02-11 14:46:49,39.759426,-84.138367,,,0.01,Accident on Smithville Rd at Speice Ave.,Speice Ave,Dayton,Montgomery,OH,45403-3130,US,US/Eastern,KFFO,2016-02-11 13:58:00,21.6,13.0,49.0,30.3,10.0,West,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-116,Source2,2,2016-02-11 15:34:06,2016-02-11 16:19:06,39.78361500000001,-84.227531,,,0.0,Accident on Auburn Ave at Salem Ave.,Auburn Ave,Dayton,Montgomery,OH,45406-5615,US,US/Eastern,KDAY,2016-02-11 15:56:00,21.0,14.6,57.0,30.32,10.0,WNW,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-117,Source2,2,2016-02-11 16:34:27,2016-02-11 17:19:27,39.74004,-84.194923,,,0.01,Accident on Stewart St at Edwin C Moses Blvd.,W Stewart St,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,2016-02-11 16:56:00,21.0,11.4,57.0,30.33,10.0,North,8.1,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-118,Source2,3,2016-02-11 17:10:00,2016-02-11 20:00:00,39.735199,-84.204948,,,0.01,Left lane blocked due to accident on I-75 Southbound at Exit 51 Edwin C Moses Blvd.,I-75 S,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,2016-02-11 16:56:00,21.0,11.4,57.0,30.33,10.0,North,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-119,Source2,2,2016-02-11 18:27:00,2016-02-11 21:00:00,39.749035,-84.20474200000002,,,0.01,Center lane blocked due to accident on US-35 Westbound at I-75.,I-75 N,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,2016-02-11 17:58:00,21.0,11.4,51.0,30.34,10.0,NW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-120,Source2,3,2016-02-11 19:11:00,2016-02-11 21:00:00,39.969223,-82.984131,,,0.01,Right lane blocked due to accident on I-71 Innerbelt Southbound at Exit 108B I-670.,E Innerbelt S,Columbus,Franklin,OH,43203,US,US/Eastern,KCMH,2016-02-11 18:51:00,19.0,,57.0,30.34,9.0,Calm,,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
